id|custom_title|stubhub_title|vividseats_title
701967|Houston Astros at Pittsburgh Pirates (Monday September 3, 2012)|Pittsburgh Pirates vs Houston Astros [09/03/2012] Tickets at StubHub!|Houston Astros at Pittsburgh Pirates
701968|Houston Astros at Pittsburgh Pirates (Saturday May 12, 2012)|Pittsburgh Pirates vs Houston Astros [05/12/2012] Tickets at StubHub!|Houston Astros at Pittsburgh Pirates
701969|Milwaukee Brewers at Pittsburgh Pirates (Sunday August 26, 2012)|Pittsburgh Pirates vs Milwaukee Brewers [08/26/2012] Tickets at StubHub!|Milwaukee Brewers at Pittsburgh Pirates
701970|Los Angeles Dodgers at Pittsburgh Pirates (Wednesday August 15, 2012)|Pittsburgh Pirates vs Los Angeles Dodgers [08/15/2012] Tickets at StubHub!|Los Angeles Dodgers at Pittsburgh Pirates
701971|St Louis Cardinals at Pittsburgh Pirates (Friday April 20, 2012)|Pittsburgh Pirates vs St Louis Cardinals [04/20/2012] Tickets at StubHub!|St. Louis Cardinals at Pittsburgh Pirates
701972|Atlanta Braves at Pittsburgh Pirates (Wednesday October 3, 2012)|Pittsburgh Pirates vs Atlanta Braves [10/03/2012] Tickets at StubHub!|Atlanta Braves at Pittsburgh Pirates
701973|St Louis Cardinals at Pittsburgh Pirates (Sunday April 22, 2012)|Pittsburgh Pirates vs St Louis Cardinals [04/22/2012] Tickets at StubHub!|St. Louis Cardinals at Pittsburgh Pirates
701974|Kansas City Royals at Pittsburgh Pirates (Saturday June 9, 2012)|Pittsburgh Pirates vs Kansas City Royals [06/09/2012] Tickets at StubHub!|Kansas City Royals at Pittsburgh Pirates
701975|Chicago Cubs at Pittsburgh Pirates (Friday September 7, 2012)|Pittsburgh Pirates vs Chicago Cubs [09/07/2012] Tickets at StubHub!|Chicago Cubs at Pittsburgh Pirates
701976|Cincinnati Reds at Pittsburgh Pirates (Wednesday May 30, 2012)|Pittsburgh Pirates vs Cincinnati Reds [05/30/2012] Tickets at StubHub!|Cincinnati Reds at Pittsburgh Pirates
701977|Cincinnati Reds at Pittsburgh Pirates (Saturday May 5, 2012)|Pittsburgh Pirates vs Cincinnati Reds [05/05/2012] Tickets at StubHub!|Cincinnati Reds at Pittsburgh Pirates
701978|San Diego Padres at Pittsburgh Pirates (Saturday August 11, 2012)|Pittsburgh Pirates vs San Diego Padres [08/11/2012] Tickets at StubHub!|San Diego Padres at Pittsburgh Pirates
701979|Colorado Rockies at Pittsburgh Pirates (Tuesday April 24, 2012)|Pittsburgh Pirates vs Colorado Rockies [04/24/2012] Tickets at StubHub!|Colorado Rockies at Pittsburgh Pirates
701980|Philadelphia Phillies at Pittsburgh Pirates (Thursday April 5, 2012)|Pittsburgh Pirates vs Philadelphia Phillies [04/05/2012] Tickets at StubHub!|Philadelphia Phillies at Pittsburgh Pirates
701981|Houston Astros at Pittsburgh Pirates (Wednesday September 5, 2012)|Pittsburgh Pirates vs Houston Astros [09/05/2012] Tickets at StubHub!|Houston Astros at Pittsburgh Pirates
701982|Houston Astros at Pittsburgh Pirates (Sunday May 13, 2012)|Pittsburgh Pirates vs Houston Astros [05/13/2012] Tickets at StubHub!|Houston Astros at Pittsburgh Pirates
701983|Philadelphia Phillies at Pittsburgh Pirates (Saturday April 7, 2012)|Pittsburgh Pirates vs Philadelphia Phillies [04/07/2012] Tickets at StubHub!|Philadelphia Phillies at Pittsburgh Pirates
701984|Miami Marlins at Pittsburgh Pirates (Friday July 20, 2012)|Pittsburgh Pirates vs Miami Marlins [07/20/2012] Tickets at StubHub!|Miami Marlins at Pittsburgh Pirates
701985|Detroit Tigers at Pittsburgh Pirates (Friday June 22, 2012)|Pittsburgh Pirates vs Detroit Tigers [06/22/2012] Tickets at StubHub!|Detroit Tigers at Pittsburgh Pirates
701986|Miami Marlins at Pittsburgh Pirates (Sunday July 22, 2012)|Pittsburgh Pirates vs Miami Marlins [07/22/2012] Tickets at StubHub!|Miami Marlins at Pittsburgh Pirates
701987|Cincinnati Reds at Pittsburgh Pirates (Monday May 28, 2012)|Pittsburgh Pirates vs Cincinnati Reds [05/28/2012] Tickets at StubHub!|Cincinnati Reds at Pittsburgh Pirates
701988|Minnesota Twins at Pittsburgh Pirates (Wednesday June 20, 2012)|Pittsburgh Pirates vs Minnesota Twins [06/20/2012] Tickets at StubHub!|Minnesota Twins at Pittsburgh Pirates
701989|Chicago Cubs at Pittsburgh Pirates (Tuesday July 24, 2012)|Pittsburgh Pirates vs Chicago Cubs [07/24/2012] Tickets at StubHub!|Chicago Cubs at Pittsburgh Pirates
701990|Houston Astros at Pittsburgh Pirates (Wednesday July 4, 2012)|Pittsburgh Pirates vs Houston Astros [07/04/2012] Tickets at StubHub!|Houston Astros at Pittsburgh Pirates
701991|Houston Astros at Pittsburgh Pirates (Tuesday July 3, 2012)|Pittsburgh Pirates vs Houston Astros [07/03/2012] Tickets at StubHub!|Houston Astros at Pittsburgh Pirates
702746|New York Mets at Philadelphia Phillies (Wednesday May 9, 2012)|Philadelphia Phillies vs New York Mets [05/09/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702747|Pittsburgh Pirates at Philadelphia Phillies (Wednesday June 27, 2012)|Philadelphia Phillies vs Pittsburgh Pirates [06/27/2012] Tickets at StubHub!|Pittsburgh Pirates at Philadelphia Phillies
702748|Miami Marlins at Philadelphia Phillies (Wednesday September 12, 2012)|Philadelphia Phillies vs Miami Marlins [09/12/2012] Tickets at StubHub!|Miami Marlins at Philadelphia Phillies
702749|Washington Nationals at Philadelphia Phillies (Saturday August 25, 2012)|Philadelphia Phillies vs Washington Nationals [08/25/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702750|Atlanta Braves at Philadelphia Phillies (Sunday September 23, 2012)|Philadelphia Phillies vs Atlanta Braves [09/23/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702751|Atlanta Braves at Philadelphia Phillies (Wednesday August 8, 2012)|Philadelphia Phillies vs Atlanta Braves [08/08/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702752|Colorado Rockies at Philadelphia Phillies (Tuesday June 19, 2012)|Philadelphia Phillies vs Colorado Rockies [06/19/2012] Tickets at StubHub!|Colorado Rockies at Philadelphia Phillies
702753|Chicago Cubs at Philadelphia Phillies (Friday April 27, 2012)|Philadelphia Phillies vs Chicago Cubs [04/27/2012] Tickets at StubHub!|Chicago Cubs at Philadelphia Phillies
702754|San Francisco Giants at Philadelphia Phillies (Saturday July 21, 2012)|Philadelphia Phillies vs San Francisco Giants [07/21/2012] Tickets at StubHub!|San Francisco Giants at Philadelphia Phillies
702755|Houston Astros at Philadelphia Phillies (Monday May 14, 2012)|Philadelphia Phillies vs Houston Astros [05/14/2012] Tickets at StubHub!|Houston Astros at Philadelphia Phillies
702756|Miami Marlins at Philadelphia Phillies (Saturday June 2, 2012)|Philadelphia Phillies vs Miami Marlins [06/02/2012] Tickets at StubHub!|Miami Marlins at Philadelphia Phillies
702757|Atlanta Braves at Philadelphia Phillies (Friday July 6, 2012)|Philadelphia Phillies vs Atlanta Braves [07/06/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702758|Washington Nationals at Philadelphia Phillies (Tuesday May 22, 2012)|Philadelphia Phillies vs Washington Nationals [05/22/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702759|Arizona Diamondbacks at Philadelphia Phillies (Friday August 3, 2012)|Philadelphia Phillies vs Arizona Diamondbacks [08/03/2012] Tickets at StubHub!|Arizona Diamondbacks at Philadelphia Phillies
702760|Pittsburgh Pirates at Philadelphia Phillies (Tuesday June 26, 2012)|Philadelphia Phillies vs Pittsburgh Pirates [06/26/2012] Tickets at StubHub!|Pittsburgh Pirates at Philadelphia Phillies
702761|Washington Nationals at Philadelphia Phillies (Friday August 24, 2012)|Philadelphia Phillies vs Washington Nationals [08/24/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702762|New York Mets at Philadelphia Phillies (Monday May 7, 2012)|Philadelphia Phillies vs New York Mets [05/07/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702763|St Louis Cardinals at Philadelphia Phillies (Saturday Agust 11, 2012)|Philadelphia Phillies vs St Louis Cardinals [08/11/2012] Tickets at StubHub!|St. Louis Cardinals at Philadelphia Phillies
702764|San Francisco Giants at Philadelphia Phillies (Sunday July 22, 2012)|Philadelphia Phillies vs San Francisco Giants [07/22/2012] Tickets at StubHub!|San Francisco Giants at Philadelphia Phillies
702765|Houston Astros at Philadelphia Phillies (Tuesday May 15, 2012)|Philadelphia Phillies vs Houston Astros [05/15/2012] Tickets at StubHub!|Houston Astros at Philadelphia Phillies
702766|Miami Marlins at Philadelphia Phillies (Friday June 1, 2012)|Philadelphia Phillies vs Miami Marlins [06/01/2012] Tickets at StubHub!|Miami Marlins at Philadelphia Phillies
702767|Miami Marlins at Philadelphia Phillies (Monday September 10, 2012)|Philadelphia Phillies vs Miami Marlins [09/10/2012] Tickets at StubHub!|Miami Marlins at Philadelphia Phillies
702768|New York Mets at Philadelphia Phillies (Friday April 13, 2012)|Philadelphia Phillies vs New York Mets [04/13/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702769|Atlanta Braves at Philadelphia Phillies (Saturday July 7, 2012)|Philadelphia Phillies vs Atlanta Braves [07/07/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702770|Washington Nationals at Philadelphia Phillies (Wednesday May 23, 2012)|Philadelphia Phillies vs Washington Nationals [05/23/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702771|Pittsburgh Pirates at Philadelphia Phillies (Monday June 25, 2012)|Philadelphia Phillies vs Phillies vs Pirates [06/25/2012] Tickets at StubHub!|Pittsburgh Pirates at Philadelphia Phillies
702772|Atlanta Braves at Philadelphia Phillies (Friday September 21, 2012)|Philadelphia Phillies vs Atlanta Braves [09/21/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702773|Atlanta Braves at Philadelphia Phillies (Sunday July 8, 2012)|Philadelphia Phillies vs Atlanta Braves [07/08/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702774|St Louis Cardinals at Philadelphia Phillies (Friday August 10, 2012)|Philadelphia Phillies vs St Louis Cardinals [08/10/2012] Tickets at StubHub!|St. Louis Cardinals at Philadelphia Phillies
702775|Washington Nationals at Philadelphia Phillies (Wednesday September 26, 2012)|Philadelphia Phillies vs Washington Nationals [09/26/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702776|Chicago Cubs at Philadelphia Phillies (Sunday April 29, 2012)|Philadelphia Phillies vs Chicago Cubs [04/29/2012] Tickets at StubHub!|Chicago Cubs at Philadelphia Phillies
702777|Milwaukee Brewers at Philadelphia Phillies (Monday July 23, 2012)|Philadelphia Phillies vs Milwaukee Brewers [07/23/2012] Tickets at StubHub!|Milwaukee Brewers at Philadelphia Phillies
702778|San Diego Padres at Philadelphia Phillies (Saturday May 12, 2012)|Philadelphia Phillies vs San Diego Padres [05/12/2012] Tickets at StubHub!|San Diego Padres at Philadelphia Phillies
702779|Arizona Diamondbacks at Philadelphia Phillies (Sunday August 5, 2012)|Philadelphia Phillies vs Arizona Diamondbacks [08/05/2012] Tickets at StubHub!|Arizona Diamondbacks at Philadelphia Phillies
702780|Miami Marlins at Philadelphia Phillies (Tuesday September 11, 2012)|Philadelphia Phillies vs Miami Marlins [09/11/2012] Tickets at StubHub!|Miami Marlins at Philadelphia Phillies
702781|Miami Marlins at Philadelphia Phillies (Thursday April 12, 2012)|Philadelphia Phillies vs Miami Marlins [04/12/2012] Tickets at StubHub!|Miami Marlins at Philadelphia Phillies
702782|Milwaukee Brewers at Philadelphia Phillies (Tuesday July 24, 2012)|Philadelphia Phillies vs Milwaukee Brewers [07/24/2012] Tickets at StubHub!|Milwaukee Brewers at Philadelphia Phillies
702783|Boston Red Sox at Philadelphia Phillies (Sunday May 20, 2012)|Philadelphia Phillies vs Boston Red Sox [05/20/2012] Tickets at StubHub!|Boston Red Sox at Philadelphia Phillies
702784|Tampa Bay Rays at Philadelphia Phillies (Sunday June 24, 2012)|Philadelphia Phillies vs Tampa Bay Rays [06/24/2012] Tickets at StubHub!|Tampa Bay Rays at Philadelphia Phillies
702785|Washington Nationals at Philadelphia Phillies (Sunday August 26, 2012)|Philadelphia Phillies vs Washington Nationals [08/26/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702786|Cincinnati Reds at Philadelphia Phillies (Tuesday August 21, 2012)|Philadelphia Phillies vs Cincinnati Reds [08/21/2012] Tickets at StubHub!|Cincinnati Reds at Philadelphia Phillies
702787|Washington Nationals at Philadelphia Phillies (Thursday September 27, 2012)|Philadelphia Phillies vs Washington Nationals [09/27/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702788|Chicago Cubs at Philadelphia Phillies (Saturday April 28, 2012)|Philadelphia Phillies vs Chicago Cubs [04/28/2012] Tickets at StubHub!|Chicago Cubs at Philadelphia Phillies
702789|San Diego Padres at Philadelphia Phillies (Sunday May 13, 2012)|Philadelphia Phillies vs San Diego Padres [05/13/2012] Tickets at StubHub!|San Diego Padres at Philadelphia Phillies
702790|Arizona Diamondbacks at Philadelphia Phillies (Saturday August 4, 2012)|Philadelphia Phillies vs Arizona Diamondbacks [08/04/2012] Tickets at StubHub!|Arizona Diamondbacks at Philadelphia Phillies
702791|Los Angeles Dodgers at Philadelphia Phillies (Thursday June 7, 2012)|Philadelphia Phillies vs Los Angeles Dodgers [06/07/2012] Tickets at StubHub!|Los Angeles Dodgers at Philadelphia Phillies
702792|Colorado Rockies at Philadelphia Phillies (Saturday September 8, 2012)|Philadelphia Phillies vs Colorado Rockies [09/08/2012] Tickets at StubHub!|Colorado Rockies at Philadelphia Phillies
702793|New York Mets at Philadelphia Phillies (Wednesday August 29, 2012)|Philadelphia Phillies vs New York Mets [08/29/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702794|New York Mets at Philadelphia Phillies (Sunday April 15, 2012)|Philadelphia Phillies vs New York Mets [04/15/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702795|Milwaukee Brewers at Philadelphia Phillies (Wednesday July 25, 2012)|Philadelphia Phillies vs Milwaukee Brewers [07/25/2012] Tickets at StubHub!|Milwaukee Brewers at Philadelphia Phillies
702796|Washington Nationals at Philadelphia Phillies (Monday May 21, 2012)|Philadelphia Phillies vs Washington Nationals [05/21/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702797|St Louis Cardinals at Philadelphia Phillies (Sunday August 12, 2012)|Philadelphia Phillies vs St Louis Cardinals [08/12/2012] Tickets at StubHub!|St. Louis Cardinals at Philadelphia Phillies
702798|Cincinnati Reds at Philadelphia Phillies (Monday August 20, 2012)|Philadelphia Phillies vs Cincinnati Reds [08/20/2012] Tickets at StubHub!|Cincinnati Reds at Philadelphia Phillies
702799|Tampa Bay Rays at Philadelphia Phillies (Saturday June 23, 2012)|Philadelphia Phillies vs Tampa Bay Rays [06/23/2012] Tickets at StubHub!|Tampa Bay Rays at Philadelphia Phillies
702800|Atlanta Braves at Philadelphia Phillies (Tuesday August 7, 2012)|Philadelphia Phillies vs Atlanta Braves [08/07/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702801|Los Angeles Dodgers at Philadelphia Phillies (Wednesday June 6, 2012)|Philadelphia Phillies vs Los Angeles Dodgers [06/06/2012] Tickets at StubHub!|Los Angeles Dodgers at Philadelphia Phillies
702802|Colorado Rockies at Philadelphia Phillies (Sunday September 9, 2012)|Philadelphia Phillies vs Colorado Rockies [09/09/2012] Tickets at StubHub!|Colorado Rockies at Philadelphia Phillies
702803|New York Mets at Philadelphia Phillies (Tuesday August 28, 2012)|Philadelphia Phillies vs New York Mets [08/28/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702804|New York Mets at Philadelphia Phillies (Saturday April 14, 2012)|Philadelphia Phillies vs New York Mets [04/14/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702805|Boston Red Sox at Philadelphia Phillies (Friday May 18, 2012)|Philadelphia Phillies vs Boston Red Sox [05/18/2012] Tickets at StubHub!|Boston Red Sox at Philadelphia Phillies
702806|Cincinnati Reds at Philadelphia Phillies (Thursday August 23, 2012)|Philadelphia Phillies vs Cincinnati Reds [08/23/2012] Tickets at StubHub!|Cincinnati Reds at Philadelphia Phillies
702807|Tampa Bay Rays at Philadelphia Phillies (Friday June 22, 2012)|Philadelphia Phillies vs Tampa Bay Rays [06/22/2012] Tickets at StubHub!|Tampa Bay Rays at Philadelphia Phillies
702808|Miami Marlins at Philadelphia Phillies (Monday April 9, 2012)|Philadelphia Phillies vs Miami Marlins [04/09/2012] Tickets at StubHub!|Miami Marlins at Philadelphia Phillies
702809|Washington Nationals at Philadelphia Phillies (Tuesday September 25, 2012)|Philadelphia Phillies vs Washington Nationals [09/25/2012] Tickets at StubHub!|Washington Nationals at Philadelphia Phillies
702810|Chicago Cubs at Philadelphia Phillies (Monday April 30, 2012)|Philadelphia Phillies vs Chicago Cubs [04/30/2012] Tickets at StubHub!|Chicago Cubs at Philadelphia Phillies
702811|San Diego Padres at Philadelphia Phillies (Friday May 11, 2012)|Philadelphia Phillies vs San Diego Padres [05/11/2012] Tickets at StubHub!|San Diego Padres at Philadelphia Phillies
702812|Atlanta Braves at Philadelphia Phillies (Monday August 6, 2012)|Philadelphia Phillies vs Atlanta Braves [08/06/2012] Tickets at StubHub!|Atlanta Braves at Philadelphia Phillies
702813|Los Angeles Dodgers at Philadelphia Phillies (Tuesday June 5, 2012)|Philadelphia Phillies vs Los Angeles Dodgers [06/05/2012] Tickets at StubHub!|Los Angeles Dodgers at Philadelphia Phillies
702814|Boston Red Sox at Philadelphia Phillies (Saturday May 19, 2012)|Philadelphia Phillies vs Boston Red Sox [05/19/2012] Tickets at StubHub!|Boston Red Sox at Philadelphia Phillies
702815|Cincinnati Reds at Philadelphia Phillies (Wednesday August 22, 2012)|Philadelphia Phillies vs Cincinnati Reds [08/22/2012] Tickets at StubHub!|Cincinnati Reds at Philadelphia Phillies
702816|Colorado Rockies at Philadelphia Phillies (Thursday June 21, 2012)|Philadelphia Phillies vs Colorado Rockies [06/21/2012] Tickets at StubHub!|Colorado Rockies at Philadelphia Phillies
702817|New York Mets at Philadelphia Phillies (Tuesday May 8, 2012)|Philadelphia Phillies vs New York Mets [05/08/2012] Tickets at StubHub!|New York Mets at Philadelphia Phillies
702818|Los Angeles Dodgers at Philadelphia Phillies (Monday June 4, 2012)|Philadelphia Phillies vs Los Angeles Dodgers [06/04/2012] Tickets at StubHub!|Los Angeles Dodgers at Philadelphia Phillies
